Fid,TripID,RouteID,StopID,StopName,WeekBeginning,NumberOfBoardings,Label
172.217.3.98-10.42.0.151-443-47352-6,44702,700,74762,782 Cross Rd,30-06-2022  72:00:00 AM,7,1
180.149.136.247-10.42.0.211-80-44062-6,44702,700,72266,Zone A Arndale Interchange,30-06-2022  72:00:00 AM,74,1
216.58.217.100-10.42.0.42-443-36926-6,44702,700,73945,9C  Marion Rd,30-06-2022  72:00:00 AM,12,1
10.42.0.211-47.89.67.224-49711-80-6,44702,700,72940,77  Grange Rd,30-06-2022  72:00:00 AM,2,0
174.35.73.136-10.42.0.211-80-38953-6,44702,700,74744,777 Cross Rd,30-06-2022  72:00:00 AM,6,0
203.205.128.137-10.42.0.151-80-44451-6,44702,700,73873,8K  Marion Rd,30-06-2022  72:00:00 AM,4,0
203.205.158.62-10.42.0.211-80-36756-6,44702,700,74094,77  Marion Rd,30-06-2022  72:00:00 AM,14,1
172.217.10.46-10.42.0.151-443-55709-6,44702,700,72404,227 Woodville Rd,30-06-2022  72:00:00 AM,2,1
172.217.12.138-10.42.0.211-443-44307-6,44703,700,74733,77A  Marion Rd,30-06-2022  72:00:00 AM,12,1
172.217.12.130-10.42.0.211-443-34379-6,44703,700,74757,779 Cross Rd,30-06-2022  72:00:00 AM,14,1
172.217.6.206-10.42.0.151-443-48797-6,44703,700,73945,9C  Marion Rd,30-06-2022  72:00:00 AM,17,1
172.217.10.100-10.42.0.42-443-36855-6,44703,700,74779,772 Cross Rd,30-06-2022  72:00:00 AM,12,0
180.163.15.184-10.42.0.151-80-38717-6,44703,700,73873,8K  Marion Rd,30-06-2022  72:00:00 AM,17,1
10.42.0.151-10.42.0.1-39174-53-17,44703,700,74045,79  Portrush Rd,30-06-2022  72:00:00 AM,6,0
172.217.9.238-10.42.0.151-443-40999-6,44703,700,74724,774 Cross Rd,30-06-2022  72:00:00 AM,4,0
10.42.0.211-104.97.95.172-45818-80-6,44703,700,74744,777 Cross Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.151-104.196.142.36-58823-443-6,44703,700,74094,77  Marion Rd,30-06-2022  72:00:00 AM,13,1
10.42.0.151-104.254.66.16-50012-80-6,44703,700,74756,787 Cross Rd,30-06-2022  72:00:00 AM,8,0
183.79.250.123-10.42.0.211-443-35955-6,44703,700,73454,8B  Marion Rd,30-06-2022  72:00:00 AM,15,1
172.217.10.33-10.42.0.211-443-34455-6,44704,700,72877,22  Crittenden Rd,30-06-2022  72:00:00 AM,7,0
203.205.151.47-10.42.0.211-80-60703-6,44704,700,73875,9  Marion Rd,30-06-2022  72:00:00 AM,13,1
10.42.0.151-106.11.95.2-49627-443-6,44704,700,72562,278 Findon Rd,30-06-2022  72:00:00 AM,3,0
10.42.0.211-10.42.0.1-44466-53-17,44704,700,74045,79  Portrush Rd,30-06-2022  72:00:00 AM,17,1
203.205.151.47-10.42.0.211-80-50822-6,44704,700,74733,77A  Marion Rd,30-06-2022  72:00:00 AM,6,1
151.101.21.140-10.42.0.211-443-45980-6,44704,700,74744,777 Cross Rd,30-06-2022  72:00:00 AM,7,0
151.101.1.140-10.42.0.42-443-39272-6,44704,700,72404,227 Woodville Rd,30-06-2022  72:00:00 AM,12,1
221.228.208.94-10.42.0.211-80-45893-6,44704,700,73678,8E  Marion Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.42-74.125.29.139-41196-443-6,44704,700,72266,Zone A Arndale Interchange,30-06-2022  72:00:00 AM,78,0
173.194.175.100-10.42.0.151-443-35901-6,44704,700,74732,775 Cross Rd,30-06-2022  72:00:00 AM,17,1
151.101.22.2-10.42.0.151-443-54987-6,44704,700,74762,782 Cross Rd,30-06-2022  72:00:00 AM,12,1
220.181.7.190-10.42.0.211-443-33546-6,44704,700,72726,23  Findon Rd,30-06-2022  72:00:00 AM,7,0
172.217.12.174-10.42.0.151-443-50825-6,44704,700,72937,78  Crittenden Rd,30-06-2022  72:00:00 AM,17,1
180.149.136.194-10.42.0.211-80-50541-6,44704,700,73335,9A  Holbrooks Rd,30-06-2022  72:00:00 AM,3,0
172.217.12.132-10.42.0.211-443-56866-6,44704,700,74724,774 Cross Rd,30-06-2022  72:00:00 AM,17,1
172.217.11.2-10.42.0.211-443-42804-6,44704,700,74757,779 Cross Rd,30-06-2022  72:00:00 AM,2,0
216.58.217.100-10.42.0.211-443-53488-6,44704,700,72257,25 Torrens Rd,30-06-2022  72:00:00 AM,17,1
220.243.219.55-10.42.0.211-80-41306-6,44704,700,72576,279 Woodville Rd,30-06-2022  72:00:00 AM,3,0
10.42.0.211-64.71.142.95-34755-443-6,44704,700,72780,22A  Crittenden Rd,30-06-2022  72:00:00 AM,4,0
180.149.153.68-10.42.0.211-80-44943-6,44704,700,74024,70  Marion Rd,30-06-2022  72:00:00 AM,7,0
172.217.12.131-10.42.0.211-443-38191-6,44704,700,74770,783 Cross Rd,30-06-2022  72:00:00 AM,3,0
10.42.0.211-10.42.0.1-19248-53-17,44704,700,74747,778 Cross Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-119.6.229.36-42615-80-6,44704,700,73586,8D  Marion Rd,30-06-2022  72:00:00 AM,12,1
10.42.0.211-31.13.80.52-60832-443-6,44704,700,73907,9A  Marion Rd,30-06-2022  72:00:00 AM,7,1
10.42.0.211-10.42.0.1-40414-53-17,44704,700,74704,770 Cross Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-106.39.169.66-52042-80-6,44704,700,74756,787 Cross Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.151-52.84.1.143-52003-80-6,44705,700,72404,227 Woodville Rd,30-06-2022  72:00:00 AM,4,0
10.42.0.211-64.71.142.124-43899-443-6,44705,700,72966,207 Holbrooks Rd,30-06-2022  72:00:00 AM,13,1
172.217.11.46-10.42.0.42-443-38660-6,44705,700,74089,766 Cross Rd,30-06-2022  72:00:00 AM,7,1
10.42.0.211-10.42.0.1-35570-53-17,44705,700,74736,776 Cross Rd,30-06-2022  72:00:00 AM,7,1
10.42.0.211-103.235.46.211-59391-443-6,44705,700,74762,782 Cross Rd,30-06-2022  72:00:00 AM,5,1
10.42.0.211-10.42.0.1-19077-53-17,44705,700,72350,222 Woodville Rd,30-06-2022  72:00:00 AM,12,1
202.77.129.150-10.42.0.211-80-54513-6,44705,700,73873,8K  Marion Rd,30-06-2022  72:00:00 AM,3,0
10.42.0.211-64.71.142.120-50831-443-6,44705,700,74094,77  Marion Rd,30-06-2022  72:00:00 AM,4,1
10.42.0.211-36.110.210.167-49934-80-6,44705,700,73796,73  Holbrooks Rd,30-06-2022  72:00:00 AM,6,0
10.42.0.151-10.42.0.1-59777-53-17,44705,700,72839,27  Crittenden Rd,30-06-2022  72:00:00 AM,7,0
172.217.10.33-10.42.0.151-443-44894-6,44705,700,72940,77  Grange Rd,30-06-2022  72:00:00 AM,2,0
216.58.217.68-10.42.0.42-443-45085-6,44705,700,74744,777 Cross Rd,30-06-2022  72:00:00 AM,19,1
180.149.138.210-10.42.0.42-80-57749-6,44705,700,74770,783 Cross Rd,30-06-2022  72:00:00 AM,8,0
10.42.0.151-98.139.180.180-42477-443-6,44705,700,73072,205 Holbrooks Rd,30-06-2022  72:00:00 AM,15,1
172.217.9.238-10.42.0.211-443-36160-6,44705,700,73924,9B  Marion Rd,30-06-2022  72:00:00 AM,2,0
206.126.112.142-10.42.0.151-443-37157-6,44705,700,74049,786 Marion Rd,30-06-2022  72:00:00 AM,17,1
10.42.0.211-31.13.69.245-34251-443-6,44705,700,72266,Zone A Arndale Interchange,30-06-2022  72:00:00 AM,9,0
10.42.0.211-10.42.0.1-65000-53-17,44705,700,73454,8B  Marion Rd,30-06-2022  72:00:00 AM,14,1
10.42.0.211-10.42.0.1-59317-53-17,44705,700,74732,775 Cross Rd,30-06-2022  72:00:00 AM,74,1
202.77.129.150-10.42.0.42-80-36059-6,44705,700,74733,77A  Marion Rd,30-06-2022  72:00:00 AM,9,0
10.42.0.211-23.21.95.195-35821-443-6,44705,700,74754,780 Cross Rd,30-06-2022  72:00:00 AM,14,1
172.217.12.194-10.42.0.211-443-44450-6,44705,700,73273,203 Holbrooks Rd,30-06-2022  72:00:00 AM,7,0
172.217.10.110-10.42.0.151-443-47126-6,44705,700,73875,9  Marion Rd,30-06-2022  72:00:00 AM,7,0
203.205.158.53-10.42.0.211-80-33634-6,44705,700,74045,79  Portrush Rd,30-06-2022  72:00:00 AM,7,1
10.42.0.151-54.239.17.112-46717-443-6,44705,700,72257,25 Torrens Rd,30-06-2022  72:00:00 AM,7,1
180.163.255.159-10.42.0.211-80-48452-6,44705,700,73774,8H  Marion Rd,30-06-2022  72:00:00 AM,4,0
162.208.22.39-10.42.0.211-443-45089-6,44705,700,73907,9A  Marion Rd,30-06-2022  72:00:00 AM,8,1
172.217.9.238-10.42.0.151-443-54217-6,44705,700,74707,769 Cross Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.211-10.42.0.1-23563-53-17,44705,700,74757,779 Cross Rd,30-06-2022  72:00:00 AM,70,1
10.42.0.211-104.254.66.16-47378-80-6,44705,700,73524,8C  Marion Rd,30-06-2022  72:00:00 AM,2,0
172.217.9.234-10.42.0.151-443-42304-6,44705,700,73586,8D  Marion Rd,30-06-2022  72:00:00 AM,14,1
10.42.0.151-114.134.80.163-35029-80-6,44705,700,73670,8F  Marion Rd,30-06-2022  72:00:00 AM,7,0
220.181.7.190-10.42.0.211-443-50540-6,44705,700,72726,23  Findon Rd,30-06-2022  72:00:00 AM,5,0
10.42.0.151-10.42.0.1-39670-53-17,44705,700,74704,770 Cross Rd,30-06-2022  72:00:00 AM,3,0
10.42.0.211-65.55.223.45-60774-40024-17,44705,700,74722,773 Cross Rd,30-06-2022  72:00:00 AM,7,0
180.149.136.247-10.42.0.211-80-44063-6,44705,700,72657,276 Findon Rd,30-06-2022  72:00:00 AM,5,0
10.42.0.211-123.59.190.251-33373-80-6,44705,700,74099,768 Cross Rd,30-06-2022  72:00:00 AM,12,1
10.42.0.211-66.102.255.61-51787-80-6,44705,700,74724,774 Cross Rd,30-06-2022  72:00:00 AM,3,1
209.10.120.26-10.42.0.211-80-38511-6,44705,700,74747,778 Cross Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.211-10.42.0.1-42914-53-17,44705,700,72276,224 Woodville Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-10.42.0.1-20236-53-17,44705,700,74024,70  Marion Rd,30-06-2022  72:00:00 AM,2,0
205.185.216.42-10.42.0.42-80-40432-6,44705,700,74772,777 Cross Rd,30-06-2022  72:00:00 AM,7,1
10.42.0.211-10.42.0.1-29607-53-17,44706,700,72839,27  Crittenden Rd,30-06-2022  72:00:00 AM,14,1
10.42.0.211-23.205.20.233-46359-80-6,44706,700,73779,8G  Marion Rd,30-06-2022  72:00:00 AM,14,1
182.22.24.124-10.42.0.211-443-53949-6,44706,700,74067,763 Cross Rd,30-06-2022  72:00:00 AM,13,1
10.42.0.211-112.80.248.220-53917-443-6,44706,700,74087,765 Cross Rd,30-06-2022  72:00:00 AM,7,1
10.42.0.151-10.42.0.1-5555-53-17,44706,700,74707,769 Cross Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-10.42.0.1-31899-53-17,44706,700,73454,8B  Marion Rd,30-06-2022  72:00:00 AM,8,1
172.217.12.206-10.42.0.151-443-52042-6,44706,700,73524,8C  Marion Rd,30-06-2022  72:00:00 AM,8,0
10.42.0.211-50.18.174.184-46724-443-6,44706,700,73586,8D  Marion Rd,30-06-2022  72:00:00 AM,8,0
172.217.9.227-10.42.0.151-443-56641-6,44706,700,74756,787 Cross Rd,30-06-2022  72:00:00 AM,6,0
172.217.11.46-10.42.0.211-443-54838-6,44706,700,72940,77  Grange Rd,30-06-2022  72:00:00 AM,9,1
203.205.158.61-10.42.0.211-80-36233-6,44706,700,74732,775 Cross Rd,30-06-2022  72:00:00 AM,73,0
151.101.21.140-10.42.0.211-443-45963-6,44706,700,74736,776 Cross Rd,30-06-2022  72:00:00 AM,13,1
172.217.12.170-10.42.0.151-443-34605-6,44706,700,74762,782 Cross Rd,30-06-2022  72:00:00 AM,72,0
10.42.0.211-106.11.95.2-60710-443-6,44706,700,72780,22A  Crittenden Rd,30-06-2022  72:00:00 AM,12,1
172.217.6.234-10.42.0.42-443-37769-6,44706,700,74099,768 Cross Rd,30-06-2022  72:00:00 AM,7,0
162.208.22.39-10.42.0.211-443-49085-6,44706,700,74024,70  Marion Rd,30-06-2022  72:00:00 AM,78,1
10.42.0.151-104.244.42.2-33835-443-6,44706,700,74724,774 Cross Rd,30-06-2022  72:00:00 AM,14,1
180.149.153.216-10.42.0.151-443-58839-6,44706,700,74744,777 Cross Rd,30-06-2022  72:00:00 AM,8,0
172.217.7.195-10.42.0.151-443-47860-6,44706,700,72726,23  Findon Rd,30-06-2022  72:00:00 AM,20,1
10.42.0.42-106.11.129.143-55481-80-6,44706,700,74747,778 Cross Rd,30-06-2022  72:00:00 AM,9,0
10.42.0.1-10.42.0.42-53-64341-17,44706,700,72294,223 Woodville Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-10.42.0.1-6464-53-17,44706,700,72350,222 Woodville Rd,30-06-2022  72:00:00 AM,7,1
203.130.53.126-10.42.0.211-80-39061-6,44706,700,73796,73  Holbrooks Rd,30-06-2022  72:00:00 AM,12,1
198.11.132.178-10.42.0.211-443-37369-6,44706,700,73875,9  Marion Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.151-10.42.0.1-15436-53-17,44706,700,74045,79  Portrush Rd,30-06-2022  72:00:00 AM,13,1
10.42.0.42-66.102.255.60-42905-80-6,44706,700,73678,8E  Marion Rd,30-06-2022  72:00:00 AM,6,0
10.42.0.1-10.42.0.42-53-40902-17,44706,700,74722,773 Cross Rd,30-06-2022  72:00:00 AM,7,1
10.42.0.211-10.42.0.1-2677-53-17,44706,700,73873,8K  Marion Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.151-52.216.1.211-60987-443-6,44706,700,74094,77  Marion Rd,30-06-2022  72:00:00 AM,13,1
172.217.12.193-10.42.0.211-443-44650-6,44706,700,73670,8F  Marion Rd,30-06-2022  72:00:00 AM,6,0
10.42.0.211-10.42.0.1-31554-53-17,44706,700,73774,8H  Marion Rd,30-06-2022  72:00:00 AM,6,0
209.10.120.26-10.42.0.211-80-39867-6,44706,700,74704,770 Cross Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.211-10.42.0.1-29409-53-17,44706,700,73273,203 Holbrooks Rd,30-06-2022  72:00:00 AM,3,0
10.42.0.211-23.206.166.66-51781-80-6,44706,700,74779,772 Cross Rd,30-06-2022  72:00:00 AM,7,0
172.217.3.106-10.42.0.42-443-42625-6,44706,700,74757,779 Cross Rd,30-06-2022  72:00:00 AM,74,1
151.101.21.140-10.42.0.211-443-60020-6,44706,700,74754,780 Cross Rd,30-06-2022  72:00:00 AM,9,1
10.42.0.211-52.84.26.207-39385-80-6,44706,700,72266,Zone A Arndale Interchange,30-06-2022  72:00:00 AM,72,0
198.11.132.221-10.42.0.211-443-40005-6,44706,700,72576,279 Woodville Rd,30-06-2022  72:00:00 AM,7,0
172.217.11.35-10.42.0.42-443-57946-6,44706,700,73945,9C  Marion Rd,30-06-2022  72:00:00 AM,5,0
10.42.0.211-58.63.236.212-49472-443-6,44706,700,72858,20  Crittenden Rd,30-06-2022  72:00:00 AM,14,1
203.205.158.61-10.42.0.211-80-60020-6,44706,700,74049,786 Marion Rd,30-06-2022  72:00:00 AM,16,1
182.22.24.124-10.42.0.211-443-53933-6,44706,700,74733,77A  Marion Rd,30-06-2022  72:00:00 AM,76,1
10.42.0.211-10.42.0.1-53584-53-17,44707,700,74704,770 Cross Rd,30-06-2022  72:00:00 AM,7,1
172.217.3.106-10.42.0.211-443-58874-6,44707,700,74756,787 Cross Rd,30-06-2022  72:00:00 AM,12,1
172.217.12.202-10.42.0.151-443-45768-6,44707,700,74747,778 Cross Rd,30-06-2022  72:00:00 AM,4,0
10.42.0.151-10.42.0.1-1069-53-17,44707,700,74779,772 Cross Rd,30-06-2022  72:00:00 AM,6,1
172.217.3.98-10.42.0.151-443-52946-6,44707,700,74757,779 Cross Rd,30-06-2022  72:00:00 AM,77,0
10.42.0.211-31.13.71.7-44539-443-6,44707,700,74087,765 Cross Rd,30-06-2022  72:00:00 AM,3,0
172.217.11.14-10.42.0.151-443-33680-6,44707,700,74762,782 Cross Rd,30-06-2022  72:00:00 AM,3,0
182.22.67.91-10.42.0.211-443-60535-6,44707,700,74045,79  Portrush Rd,30-06-2022  72:00:00 AM,7,1
10.42.0.211-104.88.89.135-49567-443-6,44707,700,74733,77A  Marion Rd,30-06-2022  72:00:00 AM,72,0
10.42.0.151-69.147.82.61-52919-443-6,44707,700,74744,777 Cross Rd,30-06-2022  72:00:00 AM,70,1
172.217.12.130-10.42.0.211-443-58172-6,44708,700,72726,23  Findon Rd,30-06-2022  72:00:00 AM,8,0
10.42.0.151-52.84.40.38-59139-443-6,44708,700,73335,9A  Holbrooks Rd,30-06-2022  72:00:00 AM,13,1
10.42.0.151-59.38.112.48-53609-443-6,44708,700,73678,8E  Marion Rd,30-06-2022  72:00:00 AM,27,0
10.42.0.151-104.88.89.135-45394-443-6,44708,700,74722,773 Cross Rd,30-06-2022  72:00:00 AM,12,1
172.217.10.132-10.42.0.211-443-36516-6,44708,700,74724,774 Cross Rd,30-06-2022  72:00:00 AM,6,1
10.42.0.211-123.125.115.164-46936-443-6,44708,700,74747,778 Cross Rd,30-06-2022  72:00:00 AM,4,0
10.42.0.211-23.194.181.192-40642-443-6,44708,700,72276,224 Woodville Rd,30-06-2022  72:00:00 AM,7,1
10.42.0.211-10.42.0.1-5902-53-17,44708,700,72576,279 Woodville Rd,30-06-2022  72:00:00 AM,7,0
180.149.138.210-10.42.0.211-80-41676-6,44708,700,72780,22A  Crittenden Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.211-123.125.115.164-42268-443-6,44708,700,74024,70  Marion Rd,30-06-2022  72:00:00 AM,12,1
10.42.0.211-10.42.0.1-6969-53-17,44708,700,73524,8C  Marion Rd,30-06-2022  72:00:00 AM,7,1
174.35.73.135-10.42.0.211-80-45589-6,44708,700,74045,79  Portrush Rd,30-06-2022  72:00:00 AM,3,0
173.194.175.138-10.42.0.211-443-36510-6,44708,700,74756,787 Cross Rd,30-06-2022  72:00:00 AM,27,1
10.42.0.42-58.63.236.212-36759-443-6,44708,700,73045,206 Holbrooks Rd,30-06-2022  72:00:00 AM,9,0
10.42.0.211-23.208.217.99-58223-443-6,44708,700,73273,203 Holbrooks Rd,30-06-2022  72:00:00 AM,13,1
172.217.10.42-10.42.0.211-443-49101-6,44708,700,74087,765 Cross Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-121.14.255.82-50049-80-6,44708,700,73907,9A  Marion Rd,30-06-2022  72:00:00 AM,4,1
10.42.0.151-27.221.54.33-45684-80-6,44708,700,74757,779 Cross Rd,30-06-2022  72:00:00 AM,75,0
172.217.10.78-10.42.0.211-443-54288-6,44708,700,72257,25 Torrens Rd,30-06-2022  72:00:00 AM,7,0
203.205.179.170-10.42.0.211-80-47930-6,44708,700,73586,8D  Marion Rd,30-06-2022  72:00:00 AM,70,0
203.130.53.126-10.42.0.211-80-52261-6,44708,700,73670,8F  Marion Rd,30-06-2022  72:00:00 AM,77,0
202.77.129.150-10.42.0.151-80-54703-6,44708,700,74733,77A  Marion Rd,30-06-2022  72:00:00 AM,74,0
10.42.0.151-52.84.1.143-49720-443-6,44708,700,72266,Zone A Arndale Interchange,30-06-2022  72:00:00 AM,74,1
10.42.0.151-10.42.0.1-5954-53-17,44708,700,73454,8B  Marion Rd,30-06-2022  72:00:00 AM,13,1
140.205.164.47-10.42.0.211-443-38515-6,44708,700,72940,77  Grange Rd,30-06-2022  72:00:00 AM,7,0
172.217.10.238-10.42.0.211-443-45492-6,44708,700,73072,205 Holbrooks Rd,30-06-2022  72:00:00 AM,6,0
10.42.0.211-64.71.142.124-55847-443-6,44708,700,74770,783 Cross Rd,30-06-2022  72:00:00 AM,8,0
151.101.45.140-10.42.0.211-443-34474-6,44708,700,72839,27  Crittenden Rd,30-06-2022  72:00:00 AM,70,1
172.217.10.35-10.42.0.211-443-57161-6,44708,700,74744,777 Cross Rd,30-06-2022  72:00:00 AM,76,1
10.42.0.211-104.192.110.245-33633-443-6,44708,700,72937,78  Crittenden Rd,30-06-2022  72:00:00 AM,7,1
172.217.3.110-10.42.0.151-443-48028-6,44708,700,73779,8G  Marion Rd,30-06-2022  72:00:00 AM,6,1
206.126.112.141-10.42.0.151-443-53659-6,44708,700,74089,766 Cross Rd,30-06-2022  72:00:00 AM,7,1
183.79.250.123-10.42.0.211-443-60650-6,44708,700,74732,775 Cross Rd,30-06-2022  72:00:00 AM,39,0
10.42.0.42-47.88.66.107-54336-80-6,44708,700,74736,776 Cross Rd,30-06-2022  72:00:00 AM,73,1
10.42.0.211-115.239.210.141-58261-443-6,44708,700,74762,782 Cross Rd,30-06-2022  72:00:00 AM,73,0
10.42.0.151-106.39.169.66-52378-80-6,44708,700,72350,222 Woodville Rd,30-06-2022  72:00:00 AM,5,0
10.42.0.211-52.84.134.149-48846-443-6,44709,700,72858,20  Crittenden Rd,30-06-2022  72:00:00 AM,4,0
203.205.158.61-10.42.0.211-80-40278-6,44709,700,73045,206 Holbrooks Rd,30-06-2022  72:00:00 AM,7,1
172.217.3.109-10.42.0.151-443-48507-17,44709,700,73273,203 Holbrooks Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-31.13.71.1-35303-443-6,44709,700,74049,786 Marion Rd,30-06-2022  72:00:00 AM,12,1
172.217.12.138-10.42.0.42-443-34808-6,44709,700,74733,77A  Marion Rd,30-06-2022  72:00:00 AM,75,0
10.42.0.211-107.178.251.134-58742-443-6,44709,700,74744,777 Cross Rd,30-06-2022  72:00:00 AM,73,1
192.229.173.173-10.42.0.211-80-42805-6,44709,700,73945,9C  Marion Rd,30-06-2022  72:00:00 AM,7,0
174.35.73.136-10.42.0.211-80-53655-6,44709,700,74779,772 Cross Rd,30-06-2022  72:00:00 AM,12,1
10.42.0.211-66.198.24.225-38247-443-6,44709,700,74757,779 Cross Rd,30-06-2022  72:00:00 AM,15,1
216.58.219.195-10.42.0.151-443-57503-6,44709,700,74754,780 Cross Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.151-13.32.251.254-35891-443-6,44709,700,72276,224 Woodville Rd,30-06-2022  72:00:00 AM,75,1
10.42.0.211-10.42.0.1-35797-53-17,44709,700,72266,Zone A Arndale Interchange,30-06-2022  72:00:00 AM,708,0
10.42.0.151-65.55.223.40-43477-40031-17,44709,700,72576,279 Woodville Rd,30-06-2022  72:00:00 AM,72,0
10.42.0.151-119.146.74.49-50463-443-6,44709,700,72404,227 Woodville Rd,30-06-2022  72:00:00 AM,27,1
216.58.219.238-10.42.0.151-443-56750-6,44709,700,74704,770 Cross Rd,30-06-2022  72:00:00 AM,12,1
10.42.0.211-123.125.115.164-43270-443-6,44709,700,72657,276 Findon Rd,30-06-2022  72:00:00 AM,79,0
10.42.0.211-87.240.165.80-48318-80-6,44709,700,73873,8K  Marion Rd,30-06-2022  72:00:00 AM,7,1
203.205.147.229-10.42.0.211-80-52256-6,44709,700,74094,77  Marion Rd,30-06-2022  72:00:00 AM,2,0
131.253.61.100-10.42.0.211-443-36734-6,44709,700,72350,222 Woodville Rd,30-06-2022  72:00:00 AM,25,1
10.42.0.211-10.42.0.1-12307-53-17,44709,700,72877,22  Crittenden Rd,30-06-2022  72:00:00 AM,6,0
10.42.0.211-10.42.0.1-30892-53-17,44709,700,73678,8E  Marion Rd,30-06-2022  72:00:00 AM,13,1
10.42.0.211-113.108.216.233-54993-80-6,44709,700,74722,773 Cross Rd,30-06-2022  72:00:00 AM,7,0
10.42.0.211-72.247.70.190-47932-80-6,44709,700,73796,73  Holbrooks Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.211-10.42.0.1-56569-53-17,44709,700,73383,8A  Marion Rd,30-06-2022  72:00:00 AM,7,0
172.217.9.234-10.42.0.211-443-43810-6,44709,700,73875,9  Marion Rd,30-06-2022  72:00:00 AM,7,0
180.149.135.239-10.42.0.211-80-59252-6,44709,700,72780,22A  Crittenden Rd,30-06-2022  72:00:00 AM,49,0
10.42.0.211-106.11.15.99-34487-443-6,44709,700,74099,768 Cross Rd,30-06-2022  72:00:00 AM,7,1
172.217.12.138-10.42.0.211-443-47777-6,44709,700,74724,774 Cross Rd,30-06-2022  72:00:00 AM,12,1
10.42.0.211-23.21.51.186-42089-443-6,44709,700,74770,783 Cross Rd,30-06-2022  72:00:00 AM,7,0
203.205.144.184-10.42.0.151-80-40790-6,44709,700,72472,220 Woodville Rd,30-06-2022  72:00:00 AM,4,0
172.217.7.10-10.42.0.211-443-53944-6,44709,700,73072,205 Holbrooks Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.211-64.71.142.124-55657-443-6,44709,700,74747,778 Cross Rd,30-06-2022  72:00:00 AM,12,1
10.42.0.151-54.239.17.112-49839-443-6,44709,700,72562,278 Findon Rd,30-06-2022  72:00:00 AM,4,1
10.42.0.211-23.21.51.186-44517-443-6,44709,700,72726,23  Findon Rd,30-06-2022  72:00:00 AM,9,1
10.42.0.211-23.219.23.166-41672-80-6,44709,700,74087,765 Cross Rd,30-06-2022  72:00:00 AM,4,1
172.217.10.227-10.42.0.151-443-39594-6,44709,700,72672,277 Findon Rd,30-06-2022  72:00:00 AM,6,1
10.42.0.151-54.243.105.3-58666-443-6,44709,700,73524,8C  Marion Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.151-101.226.103.112-40361-80-6,44709,700,73586,8D  Marion Rd,30-06-2022  72:00:00 AM,7,1
10.42.0.211-10.42.0.1-51142-53-17,44709,700,74732,775 Cross Rd,30-06-2022  72:00:00 AM,9,0
10.42.0.151-123.125.115.190-35097-80-6,44709,700,74736,776 Cross Rd,30-06-2022  72:00:00 AM,5,0
180.149.136.194-10.42.0.151-80-34472-6,44709,700,74762,782 Cross Rd,30-06-2022  72:00:00 AM,5,0
172.217.3.106-10.42.0.211-443-40839-6,44709,700,72294,223 Woodville Rd,30-06-2022  72:00:00 AM,73,1
157.55.130.155-10.42.0.211-40008-60774-17,44709,700,72940,77  Grange Rd,30-06-2022  72:00:00 AM,2,0
10.42.0.1-10.42.0.42-53-4692-17,44709,700,73907,9A  Marion Rd,30-06-2022  72:00:00 AM,12,1
205.185.216.42-10.42.0.151-80-53412-6,44709,700,74756,787 Cross Rd,30-06-2022  72:00:00 AM,4,0
10.42.0.211-123.125.29.220-53656-80-6,44770,700,73875,9  Marion Rd,30-06-2022  72:00:00 AM,7,1
10.42.0.42-104.254.66.16-40921-80-6,44770,700,74744,777 Cross Rd,30-06-2022  72:00:00 AM,7,0
182.254.5.234-10.42.0.151-80-45949-6,44770,700,73873,8K  Marion Rd,30-06-2022  72:00:00 AM,13,1
180.149.134.221-10.42.0.211-80-45314-6,44770,700,72562,278 Findon Rd,30-06-2022  72:00:00 AM,14,1
10.42.0.211-10.42.0.1-25458-53-17,44770,700,73383,8A  Marion Rd,30-06-2022  72:00:00 AM,4,0
180.149.138.210-10.42.0.42-80-34806-6,44770,700,74732,775 Cross Rd,30-06-2022  72:00:00 AM,12,1
10.42.0.211-120.55.89.238-47840-8977-6,44770,700,74733,77A  Marion Rd,30-06-2022  72:00:00 AM,2,0
172.217.11.35-10.42.0.42-443-41073-6,44770,700,72266,Zone A Arndale Interchange,30-06-2022  72:00:00 AM,48,0
172.217.6.234-10.42.0.211-443-40988-6,44770,700,72350,222 Woodville Rd,30-06-2022  72:00:00 AM,7,1
